"","numberPerDocket","numberOfCommentsReceived","organization","submitterName","title","commentText","docketTitle"
"3372",81376,46273,NA,NA,"Mass Comment Campaign sponsored by Earthjustice (web)","The attached document includes the names of 46,274 individuals who have submitted public comments regarding the National Oil and Hazardous Substances Pollution Contingency Plan urging the Environmental Protection Agency to pass strong new regulations on oil dispersants. In addition to signing on in support of the following letter, 4,376 individuals of the total number have submitted personalized comments. The personalized comments start on page 2 and end on page 266.

RE: National Oil and Hazardous Substances Pollution Contingency Plan EPA-HQ-OPA-2006-0090-0010

Dear Environmental Protection Agency,

Twenty-six years after the Exxon Valdez grounded in Prince William Sound and five years after the Deepwater Horizon blowout in the Gulf of Mexico, it's high time for the EPA to finalize a strong rule to ensure that responses to oil spills are not more hazardous to public health and the environment than the release of oil itself. In both Alaska and the Gulf, too little was known about chemical dispersants that were released in unprecedented volumes to disperse oil. We now know that these chemicals don't get rid of the oil--and that the effects of oil mixed with dispersants can be more harmful than oil alone.

We need a strong rule to make sure we sufficiently test and understand the effectiveness and toxicity of the chemicals used in response to oil spills, and the EPA should never again allow the use of dispersants that add to the toxic brew in our nation's waters. In addition, information about the chemicals in dispersants--including the chemical ingredients and health and safety information--shouldn't be secret. The public, including workers exposed to dispersants, fisherman who rely on clean waters for their livelihood, and nearby residents, have the right to know what they're being exposed to.

The long-overdue rule must ensure protection of public health and the environment so our coastal communities don't face the threat of another chaotic and uninformed response when the next oil disaster hits. Please finalize a strong rule before dispersants are used again without adequate protection or information.

Thank you for your consideration,
The Undersigned","Revisions to the National Oil and Hazardous Substances Pollution Contingency Plan; Subpart J Product Schedule Listing Requirements"
"3373",81376,25971,NA,NA,"Mass Comment Campaign sponsored by Center for Biological Diversity (web)","Please see attached for 25,960 comments from the activists and supporters with the Center for Biological Diversity. Many of these letters are personalized, and so we appreciate your close consideration and review.","Revisions to the National Oil and Hazardous Substances Pollution Contingency Plan; Subpart J Product Schedule Listing Requirements"
"3374",79474,100,NA,"Generation Progress","Comment on FR Doc # 2017-27898","See attached file(s) for submission of signers for the following comment:

Ban Gunman's Accessories That Enabled Vegas Killing Spree
This summer, a gunman killed 58 people and injured 546 more in an instant in Las Vegas. Using an accessory called a bump stock, the gunman was able to turn his semi-automatic weapon into one that was nearly automatic, giving him the ability to turn a concert into a massacre in mere seconds. Automatic weapons are tightly regulated in the U.S., but bump stocks, the tool that lets semi-automatic weapons become nearly automatic, are not. Its a loophole. And so far, Congress hasnt done anything about it.

Instead of implementing comprehensive legislative changes that would take bump stocks off the national market immediately, Congress is letting the process drag out for years in a federal rulemaking process. We cant wait that long. Cities like Columbia, South Carolina and states like New Jersey, led by Gov. Chris Christie, have already banned bump stocks in the months since the Las Vegas massacre. But a patchwork of city and state laws isnt enough. We need to ban bump stocks nationwide, now, so tragedies like Las Vegas can never happen again. Tell Congress and the Bureau of Alcohol, Tobacco, and Firearms: If Columbia, South Carolina can do it, so can the countrywe need more than a patchwork of local and state laws, we need a national ban on bump stocks.","ANPRM on ""Bumpfire"" Stocks and Other Similar Devices. To comment on the NPRM, search ATF-2018-0002"
"3375",79474,1911,"Organizing for Action","Dana Mayber","Comment on FR Doc # 2017-27898","Hello,

Please see attached 1,911 comments from members of Organizing for Action regarding the review of the Application of the Definition of Machinegun to Bump Fire Stocks and Other Similar Devices. The comment is below.

Thanks,
Dana

Dana Mayber
Deputy Campaigns Director
Organizing for Action
dmayber@ofa.us



Bureau of Alcohol, Tobacco, Firearms, and Explosives (ATF)- Docket number 2017R-22				

Comment: To fully protect American communities from another mass shooting on the devastating scale of Las Vegas, Congress must act to ban bump stocks and other similar firearm devices or accessories designed to dramatically accelerate the rate of gunfire. In the absence of congressional action, ATF should issue a new rule clarifying that the definition of ""machine gun"" in the National Firearms Act of 1934 includes conversion devices like bump fire stocks that convert a semi-automatic rifle into the functional equivalent of a fully automatic rifle. These devices are intended to circumvent the restrictions on possession of fully automatic firearms, and both Congress and ATF must take action quickly to address this threat to public safety.

Signed: 1,911 Members of Organizing for Action				","ANPRM on ""Bumpfire"" Stocks and Other Similar Devices. To comment on the NPRM, search ATF-2018-0002"
"3376",79474,77463,NA,"Byron Davis","Comment on FR Doc # 2017-27898- approximately 77,463 substantially identical comments received","See Attached","ANPRM on ""Bumpfire"" Stocks and Other Similar Devices. To comment on the NPRM, search ATF-2018-0002"
"3377",74808,11039,"Earthjustice","Alexander Rony","Comment from Alexander Rony","Earthjustice, a nonprofit law organization, collected 11,039 public comments regarding the proposed rule for Northeast Multispecies Fishery Framework Adjustment 48, particularly as it relates to the opening of protected waters for industrial fishing. These comments have been attached.

Users were able to customize their public comment, and several of these are attached in a separate document. Below is the standard, unedited comment. Thank you for considering these points.

Default Comment:

I strongly oppose NOAA Fisheries' proposal to potentially open nearly 5,000 square miles of protected New England waters to commercial fishing. These areas have been protecting habitat and contributing to the recovery of fish and other wildlife for nearly two decades. With several groundfish species still severely depleted, now is not the time to eliminate protections and risk pushing these groundfish beyond their ability to recover. 

Recent scientific assessments indicate that many of New England's groundfish populations are at precariously low levels and half are being fished at unsustainable rates. For example, Gulf of Maine cod is at approximately 16 percent of what is considered a healthy population, while Georges Bank cod is at just 7 percent. Removing protections for juvenile and spawning fish will result in even greater damage to these populations, their habitat, and the fishing communities that depend on them. 

These proposed changes to protected areas represent a fundamental change in the way marine resources are managed for the public good and will have significant impacts to the region's ocean habitat. I urge NOAA Fisheries to complete a full analysis of the potential biological and economic impacts prior to reopening any currently protected areas to additional fishing. In short, an environmental impact statement is needed.","Framework Adjustment 48 to the Northeast Multispecies FMP"
"3378",74808,63769,"The Pew Charitable Trusts","Greg Wells","Comment from Greg Wells","Please find the attached comments from 63,769 individuals urging NOAA Fisheries to complete a full analysis of impacts (i.e., an Environmental Impact Statement) prior to opening any of the year-round closed areas to commercial groundfishing. A sample of letters are provided, as well as a spreadsheet with all the names, cities, states and countries of individual signers. Please note that many of these letters have been personalized and include additional comments. ","Framework Adjustment 48 to the Northeast Multispecies FMP"
"3379",74016,46031,"Natural Resources Defense Council","Michelle Bright","Comment from Michelle Bright","Please find attached 46,031 comments submitted by NRDC activists and members in opposition to the weakening of the National Standard 1 Guidelines. ","Magnuson-Stevens Act Provisions; National Standard Guidelines"
"3380",74016,1502,NA,"several commenters","1,502 Public Post Card Comments - submitted by PEW","See attached document, which contains all 1,502 post cards that were submitted.","Magnuson-Stevens Act Provisions; National Standard Guidelines"
"3381",74016,16900,NA,"several authors","16,900 Public Comments - Submitted by PEW's Action Alert Program","Please see the 14 attached the documents, which contains all 16,900 comments.","Magnuson-Stevens Act Provisions; National Standard Guidelines"
"3382",74016,9583,NA,"NRDC Public Comments","Letters in support of NRDCs NS1G Comments","Attached, NRDCs cover letter and an example of the 9,583 public comment letters collected 
and submitted by NRDC.","Magnuson-Stevens Act Provisions; National Standard Guidelines"
"3383",73509,53211,NA,"Murshed Zaheed","Zaheed, Murshed","September 8, 2017

Melissa Smith, Director of the Division of Regulations, Legislation, and Interpretation, Wage and Hour Division,
U.S. Department of Labor, Room S-3502, 
200 Constitution Avenue NW., 
Washington, DC 20210.

Re: Requests for Information: Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales and Computer Employees (RIN:1235-AA20)

Dear Ms. Smith:

Attached please find 66,957 signatures collected online by CREDO Action in regard to the overtime pay rule.

Individual comments may differ throughout, although the majority read as follows: 

""I urge the Department of Labor to implement the new overtime rule, keep the salary threshold at at least $47,476 and continue indexing the threshold to inflation. Under President Gerald Ford, the overtime exemption was $58,000 in today's dollars, covering more than 50 percent of full-time salaried workers. Cutting or weakening this rule in any form would be an attack on the 12.5 million people whose hard work will now be rewarded with more take-home pay.""

Please contact me if you have any questions about the attached submission.

Sincerely, 

Murshed Zaheed,
Political Director
mzaheed@credoaction.com
","Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales, and Computer Employees"
"3384",73509,233,"All Saints Church","All Saints Church","Deborah Ogden plus 57 others","See Attached","Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales, and Computer Employees"
"3385",73509,17924,NA,"Daniel Essrow","Essrow, Daniel","Please see attached files which contain separate comments from 17,833 individuals.","Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales, and Computer Employees"
"3386",73509,2141,NA,"Sarah Fleisch Fink","Fleisch Fink, Sarah","The National Partnership for Women & Families submits the attached additional 2,141 comments (4,913 comments previously submitted on 9/19/17) by our individual activists regarding the Department of Labor's Request for Information; Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales and Computer Employees.","Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales, and Computer Employees"
"3387",71589,10171,"Ocean Conservancy","Andrew Hartsig","Comment on BSEE-2018-0002-0001","Please see the attached comments, submitted by Ocean Conservancy on behalf of 10,171 members and supporters. ","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3388",71589,37471,"Friends of the Earth","Hallie Templeton","Comment on BSEE-2018-0002-0001","Friends of the Earth-US files the attached comments on behalf 37,471 of its members and activists. Together with our members and activists, Friends of the Earth opposes the proposed changes to the regulations put in place after Deepwater Horizon to prevent another oil spill disaster. ","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3389",71589,2486,"Sierra Club","Lou Finazzo","Comment on BSEE-2018-0002-0001","Comments of Sierra Club members on the proposed Well Control Revisions.","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3390",71589,2752,"Gulf Restoration Network","Dustin Renaud","Comment on BSEE-2018-0002-0001","Please see the attached 2752 comments in OPPOSITION to BSEE-2018-0002 from Gulf Restoration Network members and supporters. ","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3391",71589,14763,"Defenders of Wildlife","Anonymous Anonymous","Comment on BSEE-2018-0002-0001","Defenders of Wildlife is submitting this message on behalf of the attached list of 14,763 individual commenters.

These 14,763 commenters have stated that they care deeply for our natural world, and are writing to express their strong opposition to the proposed revisions to the Well Control Rule. Weakening this lifesaving necessary rule increases our risk of catastrophic oil spills that threaten human life and wildlife alike. As we witnessed with Deepwater Horizon, the increased risks of the loss of human life and devastating impacts to our marine wildlife, oceans and coasts are not worth weakening this rule.

The American people strongly oppose weakening key parts of a rule that were put in place to protect the marine environment, marine wildlife and people whose livelihoods depend on fishing and coastal tourism as well as those working in the offshore drilling industry. 

Several federal government investigative bodies that examined the Deepwater Horizon catastrophe recommended these detailed technical upgrades to enhance safety and environmental protection. President Trump issued Executive Order 13795 on April 28, 2017 instructing the Department of the Interior to reconsider these rules to promote energy exploration and production. The oil industry strongly supported weakening these rules. 

The upgraded rules have been working. In fiscal year 2017, there were zero blowouts, down from several blowouts in previous years.

Key parts of the rule that would be weakened by Interior include: real-time monitoring of drilling operations offshore and onshore, a standardized safe drilling margin (i.e., the amount of drilling muds needed to prevent upward pressure that results in blowouts), and several important procedures for equipment failure investigations and reporting.  

Americans want clean, safe coasts and oceans and want their coastal regions to be free from oil and other toxins so they can enjoy marine wildlife and can fish and recreate safely.

Each of the 14,763 commenters listed in the attached document strongly oppose this irresponsible rollback of safety standards for offshore drilling and urge you to keep these vital regulations in place.
","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3392",71589,3946,"CQ Customer","Anonymous Anonymous","Comment on BSEE-2018-0002-0001","See attached file(s)","Proposed Rule:  Oil and Gas and Sulfur Operations in the Outer Continental Shelf—Blowout Preventer Systems and Well Control Revisions"
"3393",69601,18502,"Friends of the Earth","Martin Pittman","Comment on FR Doc # 2018-17386","On behalf of Friends of the Earth, I am submitting 18,502 comments on the proposal to increase DC protest fees. File 2 of 13","Special Regulations, Areas of the National Park System, National Capital Region, Special Events and Demonstrations"
"3394",69601,31600,"Win Without War","Amy Frame","Comment on FR Doc # 2018-17386","To: Brian D. Joyner, Chief of Staff, National Mall and Memorial Parks, National Park Services,

Win Without War supporters oppose the proposed rule regarding demonstrations and special events in the National Capital Region, 83 Fed. Reg. 40460 (Aug. 15, 2018). The American public has the right to peacefully demonstrate at the White House and National Mall, and these proposed regulations will curb our ability to exercise our First Amendment rights.

Please find attached 8,600 signatures. This is in addition to the approximately 23,000 signatures we delivered in person to the National Park Service office today. 

Thank you for your attention to this matter and for your work preserving America's best idea.

Amy Frame,
Digital Director
Win Without War ","Special Regulations, Areas of the National Park System, National Capital Region, Special Events and Demonstrations"
"3395",69601,19499,"CREDO Action","Brany Doyle","Comment on FR Doc # 2018-17386","October 15, 2018

National Park Service
National Mall and Memorial Parks
900 Ohio Drive SW, Washington, DC 20024
Attn: Brian Joyner

Attached please find 19,499 comments collected online by CREDO Action in regards to regulations governing the management of permitted demonstrations and special events on the National Mall and Memorial Parks (RIN 1024-AE45).

Individual comments may differ throughout, although the majority read as follows: 

""I am writing to express my opposition to the National Park Service's proposed regulations that will negatively affect the rights of the people to demonstrate in the nation's capital. These regulations would impede the ability of people to assemble and to speak out on matters of importance, which is crucial to participatory democracy.

I oppose any effort by the government to charge demonstrators for engaging in First Amendment activities. Demonstrations, including musical performances or other elements that are part of them, are different than special events that are commercial or corporate sponsored and should remain fully distinct in their treatment.

The White House sidewalk should not be restricted or closed to protest assemblies. From Suffragists, to anti-lynching pickets, to anti-war demonstrations, to calls to save our environment, this is a critical and iconic location for the expression of views to the government, to the press and to the world.

I also oppose other restrictions and burdens on protests in the proposed regulations including the proposal to eliminate the rule, ordered previously by the courts, that permit applicants know within 24 hours whether their permit is granted or denied so that they can immediately begin organizing and let people know about a demonstration and make plans to come. This is important to my ability to participate in free speech activities in Washington, D.C.""


Sincerely, 

Brandy Doyle
Campaign Manager, CREDO Action 
bdoyle@credoaction.com


","Special Regulations, Areas of the National Park System, National Capital Region, Special Events and Demonstrations"
"3396",69266,20435,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (email)","See Attached","State Implementation Plans: Response to Petition for Rulemaking; Findings of Substantial Inadequacy; and SIP Calls to Amend Provisions Applying to Excess Emissions During Periods of Startup, Shutdown, and Malfunction"
"3397",69266,13043,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (email)","See attached file(s)","State Implementation Plans: Response to Petition for Rulemaking; Findings of Substantial Inadequacy; and SIP Calls to Amend Provisions Applying to Excess Emissions During Periods of Startup, Shutdown, and Malfunction"
"3398",69266,465,NA,NA,"Mass Comment Campaign sponsoring organization unknown (email)","See attached file(s)","State Implementation Plans: Response to Petition for Rulemaking; Findings of Substantial Inadequacy; and SIP Calls to Amend Provisions Applying to Excess Emissions During Periods of Startup, Shutdown, and Malfunction"
"3399",69266,35323,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (USB)","See attached file(s)","State Implementation Plans: Response to Petition for Rulemaking; Findings of Substantial Inadequacy; and SIP Calls to Amend Provisions Applying to Excess Emissions During Periods of Startup, Shutdown, and Malfunction"
"3400",68216,1978,NA,NA,"Form Letter from Anonymous [Multiple Signatures=1978] Part 10 of 15","Please see attached PDF for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3401",68216,319,NA,NA,"Form Letter from Anonymous [Multiple Signatures=319] Part 11 of 15","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3402",68216,2268,NA,NA,"Form Letter from Anonymous [Multiple Signatures=2268] Part 1 of 15","Please see attached for a PDF compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3403",68216,146,NA,NA,"Form Letter from Anonymous [Multiple Signatures=146] Part 3 of 15","Please see attached PDF for compilation of all comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3404",68216,987,NA,NA,"Form Letter from Anonymous [Multiple Signatures=987] Part 2 of 15","Please see attached PDF for compilation of comments.","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3405",68216,1758,NA,NA,"Form Letter from Anonymous [Multiple Signatures=1758] Part 7 of 15","Please see attached PDF for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3406",68216,844,NA,NA,"Form Letter from Anonymous [Multiple Signatures=844] Part 12 of 15","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3407",68216,1805,NA,NA,"Form Letter from Anonymous [Multiple Signatures=1805] Part 9 of 15","Please see attached PDF for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3408",68216,150,NA,NA,"Form Letter from Anonymous [Multiple Signatures=150] Part 15 of 15","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3409",68216,1162,NA,NA,"Form Letter from Anonymous [Multiple Signatures=1162] Part 14 of 15","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3410",68216,284,NA,NA,"Form Letter from Anonymous [Multiple Signatures=284] Part 8 of 15","Please see attached PDF for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3411",68216,200,NA,NA,"Form Letter from Anonymous [Multiple Signatures=200] Part 13 of 15","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3412",68216,3413,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3413] Part 4 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3413",68216,3393,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3393] Part 4 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3414",68216,1001,NA,NA,"Form Letter from MomsRising [Multiple Signatures=1001] Part 8 of 8","Dear Commissioner Gottlieb:

Please find comments from 1001 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 8 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3415",68216,2000,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2000] Part 2 of 8","Dear Commissioner Gottlieb:

Please find comments from 2000 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 2 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3416",68216,2500,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2500] Part 7 of 8","Dear Commissioner Gottlieb:

Please find comments from over 2500 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 7 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3417",68216,3333,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3333] Part 2 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3418",68216,3214,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3214] Part 3 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3419",68216,3393,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3393] Part 1 of 6","Please see attached document for compilation of comments.","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3420",68216,2500,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2500] Part 5 of 8","Dear Commissioner Gottlieb:

Please find comments from over 2500 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 5 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3421",68216,3421,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3421] Part 5 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
